"#","Nome","Área Total"
"1","Altamira","288756.44957318157"
"2","São Félix do Xingu","216170.54563144594"
"3","Porto Velho","209211.50170440227"
"4","Itaituba","121949.54614945501"
"5","Pacajá","97839.42943269014"
"6","Boca do Acre","78080.68561261892"
"7","Feijó","62463.95300756395"
"8","Senador José Porfírio","57613.37902318686"
"9","Sena Madureira","43262.58184874058"
"10","Tarauacá","37700.98433432728"
