"#","Bioma","Área Total"
"1","Amazônia","4747936.440882929"
"2","Cerrado","3864329.331575431"
"3","Caatinga","649418.3475211561"
"4","Pantanal","183452.09721405804"
"5","Mata Atlântica","118870.29782190919"
"6","Pampa","9571.091323420405"
