"#","Estado","Área Total"
"1","PARÁ","1930581.049454406"
"2","MARANHÃO","1182403.0871463865"
"3","MATO GROSSO","1079543.9112368524"
"4","BAHIA","944917.6202028468"
"5","AMAZONAS","913158.8667346537"
"6","TOCANTINS","715491.7590521723"
"7","RONDÔNIA","594983.0196948871"
"8","PIAUÍ","568468.350527443"
"9","ACRE","342120.65930974483"
"10","MINAS GERAIS","276564.9889218211"
